1
0
101
0,5
(577.4, 31.0, 500.2)/(0.0, -0.6, 0.0, 0.8)
(560.2, 31.0, 508.5)/(0.0, -0.5, 0.0, 0.8)
(541.1, 31.0, 510.0)/(0.0, -0.7, 0.0, 0.7)
(521.1, 31.0, 509.4)/(0.0, -0.7, 0.0, 0.7)
(500.5, 31.0, 511.6)/(0.0, -0.7, 0.0, 0.7)
(479.4, 31.0, 513.6)/(0.0, -0.7, 0.0, 0.7)
(457.6, 31.0, 514.6)/(0.0, -0.7, 0.0, 0.7)
(435.3, 31.0, 515.8)/(0.0, -0.7, 0.0, 0.7)
(413.3, 31.0, 517.1)/(0.0, -0.7, 0.0, 0.7)
(389.1, 31.0, 517.5)/(0.0, -0.7, 0.0, 0.7)
(365.3, 31.0, 517.8)/(0.0, -0.7, 0.0, 0.7)
(341.1, 31.0, 519.4)/(0.0, -0.7, 0.0, 0.7)
(316.5, 31.0, 520.6)/(0.0, -0.7, 0.0, 0.7)
(291.4, 31.0, 521.5)/(0.0, -0.7, 0.0, 0.7)
(266.5, 31.0, 523.6)/(0.0, -0.6, 0.0, 0.8)
(244.9, 31.0, 529.8)/(0.0, -0.6, 0.0, 0.8)
(225.0, 31.0, 538.0)/(0.0, -0.6, 0.0, 0.8)
(204.8, 31.0, 546.9)/(0.0, -0.5, 0.0, 0.9)
(186.6, 31.0, 560.2)/(0.0, -0.4, 0.0, 0.9)
(171.1, 31.0, 577.3)/(0.0, -0.3, 0.0, 0.9)
(158.8, 31.0, 596.2)/(0.0, -0.3, 0.0, 1.0)
(147.1, 31.0, 617.2)/(0.0, -0.2, 0.0, 1.0)
(136.8, 31.0, 640.4)/(0.0, -0.2, 0.0, 1.0)
(128.4, 31.0, 663.7)/(0.0, -0.2, 0.0, 1.0)
(122.3, 31.0, 688.2)/(0.0, -0.1, 0.0, 1.0)
(119.2, 31.0, 712.5)/(0.0, 0.0, 0.0, 1.0)
(119.7, 31.0, 739.3)/(0.0, 0.1, 0.0, 1.0)
(129.1, 31.0, 763.6)/(0.0, 0.2, 0.0, 1.0)
(144.3, 31.0, 785.3)/(0.0, 0.3, 0.0, 0.9)
(161.7, 31.0, 805.6)/(0.0, 0.4, 0.0, 0.9)
(180.7, 31.0, 823.3)/(0.0, 0.4, 0.0, 0.9)
(204.2, 31.0, 837.0)/(0.0, 0.5, 0.0, 0.8)
(231.3, 31.0, 846.2)/(0.0, 0.6, 0.0, 0.8)
(258.5, 31.0, 851.3)/(0.0, 0.7, 0.0, 0.7)
(286.5, 31.0, 851.2)/(0.0, 0.7, 0.0, 0.7)
(314.6, 31.0, 849.5)/(0.0, 0.7, 0.0, 0.7)
(341.9, 31.0, 849.2)/(0.0, 0.7, 0.0, 0.7)
(371.6, 31.0, 850.4)/(0.0, 0.7, 0.0, 0.7)
(399.0, 31.0, 851.4)/(0.0, 0.7, 0.0, 0.7)
(425.0, 31.0, 851.6)/(0.0, 0.7, 0.0, 0.7)
(451.5, 31.0, 851.3)/(0.0, 0.7, 0.0, 0.7)
(477.3, 31.0, 851.8)/(0.0, 0.7, 0.0, 0.7)
(503.4, 31.0, 852.9)/(0.0, 0.7, 0.0, 0.7)
