124
0,5
(631.0, 0.0, 474.7)/(0.0, -0.7, 0.0, 0.7)
(626.0, 0.0, 474.8)/(0.0, -0.7, 0.0, 0.7)
(619.6, 0.0, 474.7)/(0.0, -0.7, 0.0, 0.7)
(611.8, 0.0, 474.5)/(0.0, -0.7, 0.0, 0.7)
(602.8, 0.0, 474.0)/(0.0, -0.7, 0.0, 0.7)
(592.6, 0.0, 473.4)/(0.0, -0.7, 0.0, 0.7)
(581.2, 0.0, 472.9)/(0.0, -0.7, 0.0, 0.7)
(568.8, 0.0, 472.2)/(0.0, -0.7, 0.0, 0.7)
(555.3, 0.0, 471.5)/(0.0, -0.7, 0.0, 0.7)
(540.9, 0.0, 470.7)/(0.0, -0.7, 0.0, 0.7)
(525.6, 0.0, 469.6)/(0.0, -0.7, 0.0, 0.7)
(509.5, 0.0, 467.1)/(0.0, -0.8, 0.0, 0.6)
(493.0, 0.0, 462.8)/(0.0, -0.8, 0.0, 0.6)
(476.0, 0.0, 457.2)/(0.0, -0.8, 0.0, 0.6)
(458.7, 0.0, 450.4)/(0.0, -0.8, 0.0, 0.6)
(441.4, 0.0, 441.9)/(0.0, -0.9, 0.0, 0.5)
(425.3, 0.0, 430.2)/(0.0, -0.9, 0.0, 0.4)
(412.1, 0.0, 414.5)/(0.0, -1.0, 0.0, 0.3)
(401.2, 0.0, 396.3)/(0.0, -1.0, 0.0, 0.2)
(391.4, 0.1, 376.9)/(0.0, -1.0, 0.0, 0.2)
(383.6, 0.2, 356.0)/(0.0, -1.0, 0.0, 0.2)
(379.6, 0.4, 333.7)/(0.0, -1.0, 0.0, 0.0)
(378.7, 0.5, 310.5)/(0.0, -1.0, 0.0, 0.0)
(368.4, 0.5, 290.4)/(0.0, -0.9, 0.0, 0.5)
(350.9, 0.0, 283.8)/(0.0, -0.5, 0.0, 0.9)
(335.9, 0.0, 293.1)/(0.0, -0.5, 0.0, 0.9)
(320.6, 0.0, 297.3)/(0.0, -0.7, 0.0, 0.7)
(306.0, 0.0, 298.3)/(0.0, -0.7, 0.0, 0.7)
(293.7, 0.1, 303.5)/(0.0, -0.4, 0.0, 0.9)
(288.9, 0.2, 315.6)/(0.0, 0.0, 0.0, 1.0)
(291.6, 0.2, 328.3)/(0.0, 0.2, 0.0, 1.0)
(297.1, 0.2, 339.0)/(0.0, 0.2, 0.0, 1.0)
(301.0, 0.2, 351.6)/(0.0, 0.1, 0.0, 1.0)
(302.6, 0.2, 365.8)/(0.0, 0.0, 0.0, 1.0)
(303.0, 0.2, 381.0)/(0.0, 0.0, 0.0, 1.0)
(302.8, 0.3, 397.0)/(0.0, 0.0, 0.0, 1.0)
(303.2, 0.7, 413.9)/(0.0, 0.0, 0.0, 1.0)
(304.0, 1.1, 431.5)/(0.0, 0.0, 0.0, 1.0)
(304.9, 1.5, 449.8)/(0.0, 0.0, 0.0, 1.0)
(305.9, 1.8, 468.7)/(0.0, 0.0, 0.0, 1.0)
(307.3, 1.8, 488.3)/(0.0, 0.0, 0.0, 1.0)
(309.0, 1.8, 508.6)/(0.0, 0.0, 0.0, 1.0)
(311.4, 1.8, 529.4)/(0.0, 0.1, 0.0, 1.0)
(315.4, 2.3, 550.5)/(0.0, 0.1, 0.0, 1.0)
(321.7, 3.5, 571.5)/(0.0, 0.2, 0.0, 1.0)
